#  exp   [nm]                     real_epsilon
413.7367146645686, -1.9625331497520762
429.50412718652717, -1.611128821123586
451.44909351112676, -1.7956822235938006
472.02262661340103, -1.9798286725855547
496.02881230627315, -2.52107679890392
520.0472066034985, -4.130577806113791
548.1799005677001, -5.741299673758945
581.8105360255568, -8.421902236209348
617.4962865495093, -10.925073082062141
660.0412379524814, -13.608320842122382
704.6535130259026, -17.182389766476533
755.4392723671806, -20.936332128298872
822.0107571369467, -25.941249482829946
892.0230335668793, -32.01543710194862
984.6883753738884, -40.23284521524447
